y_test,logreg_preds,logreg_prob,rf_preds
no,no,0.033437561824168315,no
no,no,0.029654607264943914,no
yes,no,0.47884664511172703,yes
yes,no,0.11870374780281871,no
no,no,0.04096143067540673,no
no,no,0.06009131343516862,no
no,no,0.021588120276703853,no
yes,no,0.22624364056409413,no
yes,no,0.11199673599191096,no
no,no,0.08878515896121929,no
no,no,0.04663292331887211,no
no,no,0.12322872896203321,no
no,no,0.036979226230897624,no
no,no,0.02342294155843453,no
no,no,0.04887776118758525,no
no,no,0.046176685205872196,no
no,no,0.05481122187088961,no
no,no,0.41577914748883904,no
no,no,0.11029679929051273,no
no,no,0.04759110947509243,no
no,no,0.05800409697192316,no
no,no,0.032371944114134375,no
no,no,0.028779296355634254,no
no,no,0.30663640995787206,no
no,no,0.40695481878973094,no
yes,no,0.2204683353227962,no
no,no,0.035663851829227065,no
no,no,0.051347948431158405,no
no,no,0.05130630756517768,no
no,no,0.05984688024906069,no
no,no,0.029499184067212275,no
no,no,0.03617258704321293,no
no,no,0.042404148843288,no
no,no,0.05860666964408625,no
no,no,0.0347936174508383,no
no,no,0.016561952937956648,no
no,no,0.04211843861357036,no
no,no,0.038431570348831566,no
no,no,0.10709757079728273,no
no,no,0.12623995230240237,no
no,no,0.027653660270369387,no
no,no,0.04195619451723719,no
no,no,0.03336158814560589,no
no,no,0.03349703721822032,no
no,no,0.033065418180222746,no
no,no,0.05592867566388604,no
no,no,0.02672982027429348,no
no,no,0.025188874443928592,no
no,no,0.06117303956324641,no
no,no,0.06744133583178387,no
no,no,0.0971829040661067,no
no,no,0.2491130241793971,yes
no,no,0.03429639437753938,no
no,no,0.4684766425275657,yes
no,no,0.02629358000940073,no
no,no,0.03145887290902125,no
no,no,0.09732701760489469,no
yes,no,0.16144896981204024,no
no,no,0.09911649640876259,no
no,no,0.02126758915190495,no
yes,no,0.05108978718288681,no
no,no,0.19904292519712882,no
no,no,0.04357297901207273,no
no,no,0.07220833805943914,no
yes,yes,0.5370336149695996,no
no,no,0.04591406617372042,no
no,no,0.08682912178556115,no
no,no,0.02693829560478933,no
yes,no,0.27142062051790283,no
no,no,0.06602200115198915,no
no,no,0.04400230744226049,no
no,no,0.057046928201869775,no
no,no,0.03222361606537438,no
no,no,0.027775019041725513,no
no,no,0.08368872859318115,no
no,no,0.07502507484750442,no
no,no,0.11028277639523841,no
no,no,0.06771466957689339,no
no,no,0.07121002350151456,no
no,no,0.044924696367281775,no
no,no,0.029815080929028823,no
no,no,0.4692344103048114,no
no,no,0.05813998683604236,no
no,no,0.19866038144695314,no
yes,no,0.33327138461839706,no
no,no,0.028530228321687588,no
no,no,0.05141398506800797,no
yes,yes,0.7366754676082032,yes
no,no,0.035873706784199315,no
no,no,0.07777409627810301,no
no,no,0.18461089291080432,no
no,no,0.06213470196600618,no
no,no,0.01978697855491173,no
no,no,0.05423449107711672,no
no,no,0.0539095665708154,no
no,no,0.059205890134260176,no
no,no,0.04212020340003732,no
no,no,0.10515564601290009,no
no,no,0.03896177227994625,no
no,no,0.03296360559331284,no
no,no,0.05339315512698402,no
no,no,0.03563519674042132,no
no,no,0.0698457099106971,no
no,no,0.026078354552651707,no
no,no,0.032078667704185375,no
yes,no,0.4619102714630115,no
no,no,0.10615981518050152,no
no,no,0.036171715579416765,no
no,no,0.05480247409006115,no
no,no,0.058384120426032256,no
no,no,0.026106767250144058,no
no,no,0.030109008592037155,no
no,no,0.05066305379328283,no
no,no,0.03714460372431942,yes
no,no,0.028660232472899283,no
no,no,0.03344910730397886,no
no,no,0.03464871080964242,no
yes,no,0.0807785830343894,no
no,no,0.029485332296297684,no
no,no,0.03760206454962293,no
no,no,0.041315322385003614,no
yes,no,0.05243694813384643,no
yes,no,0.3871786609086726,no
no,no,0.14097099220473178,no
no,no,0.046118221544527355,no
no,no,0.027959348274799505,no
yes,yes,0.6787583780214802,yes
no,no,0.04290490170988133,no
yes,no,0.24764606513620321,no
no,no,0.043481989239019636,no
no,no,0.08196409672493556,no
no,no,0.06429145403059974,no
no,no,0.40287303393634505,no
no,no,0.03373772914281317,no
no,no,0.083362102738454,no
no,no,0.10502092390568478,no
no,no,0.06989010984108726,no
no,no,0.057661077358460544,no
no,no,0.0465231762749564,no
no,no,0.038711953253697584,no
no,no,0.06020361527575339,no
no,no,0.2581748309162406,no
no,no,0.07250679296735012,no
no,no,0.19376276691524488,no
no,no,0.39469351343320275,yes
no,no,0.07042955372391843,no
no,no,0.2660511083227238,no
no,no,0.03785105013047129,no
yes,no,0.47984267946981546,yes
no,no,0.07189104050897221,no
no,no,0.06820913339786012,no
no,no,0.06551215423591514,no
no,no,0.041115474671240396,no
no,no,0.31673109453771964,yes
no,no,0.022363007729572768,no
no,no,0.11904920813362964,no
no,no,0.32471575181416,no
yes,no,0.07490844961284347,no
no,no,0.05226172104618963,no
no,no,0.04000638593191792,no
yes,no,0.05560054127523597,no
no,no,0.041062198987160216,no
no,no,0.0282718069060481,no
no,no,0.3924472753914813,no
yes,no,0.3911410210596287,no
no,no,0.24742370723860396,no
no,no,0.06572122251207259,no
no,no,0.03488543680842154,no
yes,no,0.4155690182861076,yes
yes,no,0.03456042311609989,no
no,no,0.04376002879161283,no
no,no,0.062337064737302626,no
no,no,0.3467039610072674,no
yes,no,0.22018516018628037,yes
no,no,0.2316442113829269,no
no,no,0.06024381291219614,no
no,no,0.03172492846821353,no
no,no,0.030695178846042434,no
no,no,0.0816518002881922,no
no,no,0.03205260683677694,no
no,no,0.05473295471961188,no
no,no,0.027453792727867084,no
no,no,0.08658693807531376,no
no,no,0.044967473983964015,no
no,no,0.03647143876220377,no
no,no,0.05736773109949992,no
no,no,0.0327329638399341,no
no,no,0.1207030020718117,no
no,no,0.23070017725321876,no
no,no,0.014199172568846893,no
no,no,0.04586600355270048,no
yes,yes,0.7266180589176262,yes
yes,no,0.10632230032389066,no
no,no,0.07814453139951254,no
no,no,0.024834189755000853,no
no,no,0.03427327244029069,no
no,no,0.1262027460657943,no
no,no,0.04287381696002916,no
yes,no,0.4849001382938833,yes
no,no,0.058223285483398404,no
no,no,0.1033737864865522,no
no,no,0.0400525864580311,no
no,no,0.21222912388978424,no
no,no,0.022887984619659893,no
no,no,0.08265919892133192,no
no,no,0.041987389195264534,no
no,no,0.05996576489933967,no
no,no,0.4266187823427584,yes
no,no,0.04186386313840837,no
no,no,0.042847219960078356,no
no,no,0.12547559792977311,no
no,no,0.03272500612218459,no
no,no,0.05034666389424396,no
no,no,0.077470951468972,no
no,no,0.04123294267304699,no
no,no,0.11288693840150592,no
no,no,0.31600668683040295,no
no,no,0.24042961001244875,no
no,no,0.31198868690591075,no
no,no,0.02957162486759453,no
no,no,0.0400059169563592,no
no,no,0.07284810762740135,no
no,no,0.041253414764831416,no
yes,yes,0.6941738545592361,yes
yes,no,0.060379449551597894,no
no,no,0.07540768451922378,no
no,no,0.049732398422288986,no
no,no,0.05775109413456642,no
no,no,0.04162494571516961,no
no,no,0.03776481781672796,no
no,no,0.15791290362750462,no
yes,no,0.4624122816138047,yes
yes,no,0.17320114271790843,no
no,no,0.03600437635078072,no
no,no,0.036037094294376786,no
yes,no,0.2226326350426071,no
no,no,0.04035287100001581,no
no,no,0.06995849549570954,no
no,no,0.03986031099026934,no
no,no,0.05704522063853488,no
no,no,0.06739603247880951,no
no,no,0.064655123733646,no
no,no,0.0545358246347653,no
no,no,0.10440217843128244,no
no,no,0.050970702797446844,no
no,no,0.044967473983964015,no
no,no,0.09821669083544182,no
no,no,0.10344305048224817,no
no,no,0.054081955704552626,no
no,no,0.030297310326850454,no
yes,no,0.20249135252491432,no
no,no,0.07220833805943914,no
yes,yes,0.6016858664060557,yes
yes,no,0.11300998680693411,no
no,no,0.03322874953431922,no
no,no,0.043801351718194735,no
no,yes,0.7286144883623932,yes
no,no,0.07920787111883108,no
no,no,0.02979552899169028,no
no,no,0.06067377351198211,no
no,no,0.05374612113223215,no
no,no,0.04432873219095022,no
yes,no,0.2116965675710063,no
no,no,0.03526639865020708,no
no,no,0.06762544876816907,no
yes,no,0.060570075832648895,no
no,no,0.03729756025070914,no
no,no,0.06684028779778874,no
no,no,0.06141521069919862,no
no,no,0.034642345830541516,no
no,no,0.04337596433218896,no
no,no,0.06033381150867251,no
no,no,0.054431856722182856,no
no,no,0.39265755009926395,no
no,no,0.07803824815263034,no
no,no,0.0470220276722553,no
yes,no,0.07792388281551191,no
no,no,0.11184402491415796,no
no,no,0.0340716766718349,no
no,no,0.11138106347832298,no
no,no,0.0319768066369832,no
no,no,0.046441700968769255,no
no,no,0.035319435040429704,no
no,no,0.02582986765771846,no
no,no,0.31385825367095954,no
no,no,0.028278713400856234,no
no,no,0.03089821109105182,no
no,no,0.0470445607718282,no
no,no,0.03729735296080928,no
no,no,0.09204730270602868,no
no,no,0.03783274566037537,no
yes,no,0.43369710250451593,no
no,no,0.05767968463945705,no
no,no,0.033793581393896245,no
no,no,0.12173712710349778,no
no,no,0.08178211638066932,no
no,no,0.05070263525748369,no
no,no,0.03244916346602085,no
no,no,0.274615472040779,no
no,no,0.06920233982455315,no
no,no,0.08639592056136564,no
yes,no,0.07075823145920135,no
no,no,0.043538041637171565,no
no,no,0.03248465102881965,no
no,no,0.029643604291869696,no
yes,yes,0.7233877998772877,yes
no,no,0.04694523917094451,no
yes,no,0.2175129153096508,no
no,no,0.06618468820011539,no
no,no,0.041127920555741215,no
no,no,0.04079636166999108,no
no,no,0.2440078555906203,no
no,no,0.029725996165243542,no
no,no,0.09131842138735388,no
no,no,0.036952601968031226,no
no,no,0.06538379988527343,no
no,no,0.060621891392454635,no
no,no,0.192696735726575,no
no,no,0.07033736755454864,no
no,no,0.159142859367356,no
no,no,0.049963510029396335,no
no,no,0.07137404471940294,no
no,no,0.020872211471130723,no
no,no,0.038973750879332365,no
yes,no,0.18567315751423105,no
no,no,0.03511550192333993,no
yes,yes,0.5954670164590949,no
no,no,0.05532642228635138,no
no,no,0.04622411933633347,no
no,no,0.05516632376525804,no
no,no,0.027393540673578888,no
no,no,0.098671493433411,no
no,no,0.06500776285711041,no
no,no,0.03536336026219835,no
no,no,0.06523572811866599,no
yes,no,0.2545243750995354,no
no,no,0.12599814720342564,no
no,no,0.026134744148072313,no
no,no,0.1165286706406195,no
no,no,0.05033141894549955,no
no,no,0.026984546176561732,no
no,no,0.03449698721217727,no
no,no,0.026199257755556996,no
no,no,0.034050269099361,no
no,no,0.0778984347990341,no
no,no,0.04547683016321389,no
no,no,0.04178200883056028,no
no,no,0.04101636278848673,no
no,no,0.035174112891071876,no
no,no,0.033524243565900974,no
no,no,0.22180177147505026,no
no,no,0.03311420379475206,no
no,no,0.03139474024234157,no
no,no,0.08094512349660582,no
yes,no,0.04801318640833173,no
no,no,0.039385050636419845,no
no,no,0.012450397130199818,no
no,no,0.07412154607726715,no
no,no,0.047017972795439705,no
no,no,0.027289632744042353,no
no,no,0.026594290845988366,no
no,no,0.026134744148072313,no
no,no,0.03630613168124807,no
no,no,0.042693320530859606,no
no,no,0.10924391925289335,no
no,no,0.03964811327771687,no
no,no,0.07051977040912846,no
no,no,0.02682602854034857,no
no,no,0.38341400953793314,yes
no,no,0.08931670011741565,no
no,no,0.034835577180872664,no
yes,no,0.3214593433155371,no
no,no,0.03456217850422741,no
no,no,0.05809982953034149,no
no,no,0.030141176492223733,no
no,no,0.09098400957112024,no
no,no,0.35562410017986984,no
yes,no,0.10286535934113347,no
no,no,0.16179876395467405,no
no,no,0.0616115924509465,no
no,no,0.041398023924382,no
no,no,0.2361175990042654,no
no,no,0.09064651606962423,no
no,no,0.09616853244867837,no
no,no,0.0701275587118775,no
no,no,0.06155983225975217,no
no,no,0.05062696671245148,no
no,no,0.06912612165060793,no
yes,no,0.04230423473250406,no
no,no,0.04069388924849428,no
no,no,0.12312991100440485,no
no,no,0.051686221674348616,no
no,no,0.4113342199759674,yes
yes,no,0.35101452264159627,yes
no,no,0.07350719534545057,no
no,no,0.11635854396274031,no
no,no,0.04804599293838408,no
no,no,0.09123351461515032,no
no,no,0.04578605186582869,no
no,no,0.04098324378282633,no
yes,no,0.4640469958695442,yes
no,no,0.047965752038002366,no
yes,yes,0.8250268628457456,yes
no,no,0.04763745458901907,no
no,no,0.028962751770486652,no
no,no,0.03911778335121715,no
no,no,0.03855723695769674,no
no,no,0.024679696252246978,no
no,no,0.10055916774730257,no
no,no,0.3874106042482355,no
no,no,0.06507907273933136,no
yes,no,0.2553284005627448,no
no,no,0.06594566588913464,no
no,no,0.078098230471568,no
no,no,0.0512598596083982,no
no,no,0.08029275623705415,no
no,no,0.11067943743086338,no
no,no,0.04658619162227973,no
no,no,0.051973424783410584,no
no,no,0.031017081668728724,no
no,no,0.0634951954887473,no
no,no,0.0609423677689872,no
no,no,0.11256274509015934,no
no,no,0.06678202996285268,no
no,no,0.0522703051508099,no
no,no,0.03708410230487983,no
no,no,0.030187195002544343,no
no,no,0.10497328152987614,no
no,no,0.04714856330935256,no
no,no,0.046297660749647127,no
no,no,0.03412709017871038,no
no,no,0.04461108559011633,no
no,no,0.11688951073410792,no
yes,yes,0.7300602606352427,yes
no,no,0.07311629077705367,no
no,no,0.2385737369638881,no
no,no,0.056363201091692336,no
no,no,0.05705831312252351,no
no,no,0.19462272633201239,no
no,no,0.10402416912248451,yes
no,no,0.09753145891641386,no
no,no,0.0627221385828846,no
no,no,0.02683260004984826,no
no,no,0.029612885061768898,no
no,no,0.07540768451922378,no
no,no,0.03647274778061781,no
yes,no,0.3858807383400289,no
no,no,0.04616941938446258,no
no,no,0.05702370130935241,no
yes,no,0.24862296465926145,yes
no,no,0.06232854050269292,no
no,no,0.10820199731232318,no
no,no,0.0856699308129068,no
no,no,0.03335103263984884,no
no,no,0.026798111666181068,no
no,no,0.03273104645221994,no
yes,no,0.30785527047203715,yes
yes,no,0.11881666881921539,no
no,no,0.034039602522174923,no
no,no,0.02130856018122025,no
yes,no,0.25920338775588253,no
no,no,0.05215276415392803,no
no,no,0.13553907123210301,no
no,no,0.041131190793387076,no
no,no,0.06580565159216945,no
no,no,0.2777885551746624,no
no,no,0.11857846432406734,no
no,no,0.03642979661346205,no
no,no,0.03908073429999377,no
no,no,0.05336775151118675,no
no,no,0.036243772542495604,no
no,no,0.0318507134178457,no
no,no,0.06603750289485047,no
no,no,0.0499991615278285,no
no,no,0.09443349815568153,no
no,no,0.06223300617154673,no
no,no,0.06174282438027373,no
no,no,0.04830640028501003,no
no,no,0.0357827675193269,no
no,no,0.03848096055896117,no
no,no,0.034495005179368925,no
no,no,0.05075359032875351,no
no,no,0.09272193258256628,no
no,no,0.07534639652969789,no
no,no,0.0693216279909603,no
no,no,0.03143630575584104,no
no,no,0.03261566873120989,no
yes,no,0.27597831149051993,no
no,no,0.05582028283818561,no
no,no,0.04538216831727062,no
no,no,0.03288045114589619,no
no,no,0.06621100987557836,no
no,no,0.03419676100550813,no
no,no,0.06164442606406411,no
no,no,0.038625445175375084,no
no,no,0.46994356433167156,no
yes,no,0.03856732903920565,no
no,no,0.024782701575154494,no
no,yes,0.5183642554787627,no
no,no,0.04521077262049718,no
no,no,0.030939268416647,no
no,no,0.0358363307403327,no
no,no,0.0873914965770632,no
no,no,0.03173911445489425,no
no,no,0.03223834958255819,no
no,no,0.04579909096450722,no
no,no,0.09449056361728767,no
no,no,0.034548769313133394,no
no,no,0.28142720753021505,no
no,no,0.07950465833136638,no
yes,no,0.020234732099331864,no
no,no,0.056138592322990725,no
no,no,0.05420177663694647,no
no,no,0.02941169185514403,no
no,no,0.055189000672793614,no
no,no,0.07010445065725447,no
no,no,0.022553044450666224,no
no,no,0.09436203390667806,no
no,no,0.02466667074684349,no
no,no,0.06277577124644453,no
no,no,0.06863898092752393,no
no,no,0.05499862011466651,yes
no,no,0.03603469315465293,no
no,no,0.05788336657970619,no
no,no,0.059014270727873026,no
yes,no,0.01015280747787664,no
no,no,0.03545462013430913,no
no,no,0.0752775904840902,no
no,no,0.04594645881263027,no
no,no,0.04629956484585998,no
yes,yes,0.8200134386363849,yes
no,no,0.1547196227939403,no
no,no,0.06536459801908089,no
no,yes,0.6422676707925304,no
yes,no,0.2584788973781865,no
yes,no,0.10874204788586968,no
no,no,0.06676148602383107,no
yes,yes,0.7468842016232922,yes
no,no,0.032671621328518495,no
no,no,0.037875905033694084,no
no,no,0.07236264404744912,no
no,no,0.13597768794442677,no
no,no,0.062098389799649927,no
no,no,0.022747259981961407,no
no,no,0.0351883298645005,no
no,no,0.06309127898553107,no
no,no,0.11108979977800967,no
no,no,0.06108077476262828,no
no,no,0.05832758380675649,no
no,no,0.25984873807938774,no
no,no,0.45574375181186894,no
no,no,0.03618443748284839,no
no,no,0.05054886864436617,no
no,no,0.05337292038763174,no
no,no,0.028236200047297835,no
no,no,0.10773119522520773,no
no,no,0.08206508002133173,no
no,no,0.06899039790621517,no
no,no,0.03454699576551105,no
no,no,0.20192557496491853,no
no,no,0.4390736005154571,yes
no,yes,0.7103302208506604,yes
no,no,0.027207934140156844,no
yes,no,0.059465384318176384,no
no,no,0.07458156518133667,no
no,no,0.07585661660918465,no
yes,no,0.4056181772774144,yes
no,no,0.0871136603297769,no
no,no,0.06883969277037465,no
no,no,0.030517814283113297,no
no,no,0.02944781936493147,no
no,no,0.09245844897670512,no
no,no,0.02365166472937098,no
no,no,0.07628525394684307,no
no,no,0.2013354661897066,yes
no,no,0.05925412924535096,no
no,no,0.05762808312534567,no
no,no,0.04375114592302479,no
no,no,0.05719481455465506,no
no,no,0.05273028346407445,no
no,no,0.07245463682212495,no
no,no,0.2225227161284893,no
yes,yes,0.5366244926438996,no
no,no,0.046436137954819705,no
no,no,0.060271882296916,no
no,no,0.028727920258459633,no
no,no,0.40806248797627553,yes
no,no,0.04240470601261533,no
no,no,0.05620690943580344,no
no,no,0.06586451974698768,no
no,no,0.026147160813926727,no
no,no,0.14038104758718728,no
no,no,0.06494307951404002,no
no,no,0.06949905386974993,no
yes,no,0.05207731708698693,no
no,no,0.06174555749418769,no
no,no,0.14401465477787231,no
no,no,0.08399309073790936,no
yes,no,0.2706158950871785,yes
no,no,0.10044383085327278,no
no,no,0.04663487727882348,no
no,no,0.07589065533884178,no
no,no,0.08999493242837227,no
no,no,0.058666634813562824,no
no,no,0.04832249968120549,no
no,no,0.032771320096355215,no
no,no,0.030166777500162556,no
no,no,0.05286866882963785,no
no,no,0.05173891173798768,no
no,no,0.07503117835526638,no
yes,no,0.05672620277179354,no
no,no,0.03517730700539219,no
no,no,0.05449891378912515,no
no,no,0.0701962399618772,no
no,no,0.023068642152293296,no
no,no,0.06115393185936219,no
no,no,0.06774883289778823,no
no,no,0.053997615989173006,no
no,no,0.17796806185208577,no
no,no,0.034884289304084395,no
no,no,0.06137389393779618,no
yes,no,0.047773082448867535,no
no,no,0.04921072159138999,no
no,no,0.08097409938582484,no
no,no,0.0321340430136948,no
no,no,0.06261004376709223,no
no,no,0.013768177307241017,no
no,no,0.059570158493458716,no
no,no,0.0900947684921301,no
no,no,0.04666283368723821,no
no,no,0.06158423771043302,no
yes,no,0.035923770794494145,no
no,no,0.061242648746888305,no
yes,no,0.06110432594483374,no
no,no,0.02882541835702327,no
no,no,0.09602888023358264,no
no,no,0.04582763989168087,no
no,no,0.04296851945690816,no
no,no,0.012564046746002954,no
no,no,0.04638880585083981,no
no,no,0.04875780546395706,no
no,no,0.030754390965035322,no
no,no,0.07448463001632932,no
yes,no,0.038924559384265964,no
no,no,0.050592694751214015,no
no,no,0.11310442658024002,no
no,no,0.05552220599323921,no
no,no,0.053771694625283216,no
no,no,0.026378133329942134,no
no,no,0.05750095032319185,no
no,no,0.08346417644551124,no
no,no,0.04081502786873637,no
no,no,0.05166158586785778,no
no,no,0.08336633864233557,no
no,no,0.035108938133408776,no
yes,no,0.042246524929135484,no
no,no,0.044059218874413164,no
no,no,0.07419067146334926,no
no,no,0.032982441259451246,no
no,no,0.1140572948398262,no
no,no,0.06593496481090673,no
no,no,0.05325215699242117,no
no,no,0.0357935082505872,no
no,no,0.024263279305984466,no
no,no,0.04352278605531566,no
no,no,0.029553180007380348,no
no,no,0.04210079206898861,no
no,no,0.07244986871630679,no
no,no,0.03409100014729375,no
no,no,0.03727076778790872,no
no,no,0.08233023117929975,no
no,no,0.14591089707271535,no
no,no,0.028346253507003275,no
no,no,0.05645108549731096,no
no,no,0.11813795863975347,no
no,no,0.08093746921016222,no
no,no,0.21569177737658485,no
no,no,0.06613923027266742,no
no,no,0.08743630248230694,no
no,no,0.052564125872232054,no
no,no,0.06106195026239976,no
no,no,0.23056660577236668,no
no,yes,0.8099801305283182,yes
no,no,0.026414325691849264,no
no,no,0.01852982154564824,no
yes,no,0.21155285746723937,no
no,no,0.0554415184588864,no
no,no,0.060703198599746135,no
no,no,0.02928825427358547,no
no,no,0.0983380791110747,no
no,no,0.04438171299058374,no
no,no,0.06822187812337177,no
no,no,0.06675508070349465,no
no,no,0.30824239434600137,no
no,no,0.043184300447063416,no
no,no,0.38518220537976233,no
no,no,0.037455145387554595,no
no,no,0.022839090744874068,no
no,no,0.012762295610429582,no
no,no,0.033088697166352155,no
no,no,0.061105199697893235,no
no,no,0.10190093444044657,no
no,no,0.0905452272849273,no
yes,no,0.46942773062458054,no
no,no,0.06744344601508286,no
no,no,0.03843175951567211,yes
no,no,0.2490086698335125,no
no,no,0.05505273255089258,no
no,no,0.04709960485328343,no
yes,no,0.059442770669505623,no
no,no,0.029471725898855435,no
yes,no,0.2995793904076498,no
no,no,0.034518941201384296,no
no,no,0.050713501940405886,no
no,no,0.06034250727111598,no
no,no,0.029718747011713634,no
no,no,0.02202160983950474,no
yes,no,0.4135220918528777,no
no,no,0.06111680781669314,no
no,no,0.03292290531301797,no
no,no,0.05420038362416898,no
yes,no,0.22697455419227058,no
no,yes,0.6162369054101582,no
no,no,0.07282875621220962,no
no,no,0.07747288611077337,no
yes,no,0.31904391066547994,no
no,no,0.03547953357451325,no
no,no,0.07441108726550003,no
yes,no,0.06310289282258004,no
no,no,0.06537884651386586,no
no,no,0.046993871984725766,no
no,no,0.03940788314303056,no
no,no,0.043448667535129715,no
no,no,0.0925572497902475,no
no,no,0.031894924858790225,no
yes,no,0.09446592443104469,no
yes,no,0.06551564261048606,no
yes,no,0.04634275635270286,no
no,no,0.33333839289831585,no
no,no,0.08380332837121901,no
no,no,0.04503723323087801,no
no,no,0.03092367189772617,no
no,no,0.03552905489985287,no
no,no,0.0893569537803379,no
no,no,0.04122478057171076,no
no,no,0.04401682713795514,no
no,no,0.05464675113610156,no
no,no,0.42426771794211127,yes
no,no,0.025637040572573353,no
no,no,0.04639791837920541,no
no,no,0.05762134224082963,no
no,no,0.02978984185990398,no
no,no,0.06915538269091351,no
no,no,0.034145544007687566,no
no,no,0.07177626116065848,no
no,no,0.05389370317106549,no
no,no,0.050952740421735795,no
yes,no,0.02961283682092563,no
no,no,0.13366691865389477,no
yes,no,0.3972341617489077,yes
no,no,0.050244667943485206,no
no,no,0.05731563007885905,no
no,no,0.4670673562326149,no
no,no,0.06110432594483374,no
no,no,0.057254833678068516,no
yes,no,0.35836882407917703,no
no,no,0.030423929590979174,no
no,no,0.08741799376233503,no
no,no,0.036559242041514776,no
yes,no,0.05429160057545045,no
no,no,0.12646840941620532,no
no,no,0.06884518889138508,no
no,no,0.0955340890913168,no
no,no,0.09897333036493365,no
yes,no,0.4353477679894888,no
no,no,0.04348001939770529,no
no,no,0.07061476148555562,no
no,no,0.09357702693918739,no
no,no,0.058220983509661074,no
no,no,0.0661954702901539,no
no,no,0.04167660785754883,no
no,no,0.03533728375093493,no
no,no,0.059972263469619355,no
no,no,0.024708829104698148,no
no,no,0.02543231357641653,no
no,no,0.04536231523949839,no
no,no,0.07649519184941801,no
yes,no,0.10110122627277864,no
no,no,0.42595500662531416,yes
no,no,0.02513362646772183,no
no,yes,0.5846924653511884,yes
no,no,0.04557704831021874,no
no,no,0.0904211837731406,no
no,yes,0.7587246063097561,yes
no,no,0.0824866579249457,no
yes,no,0.0298659334667583,no
yes,no,0.04722406782437837,no
no,no,0.04645028025087563,no
no,no,0.09882160846759651,no
no,no,0.030468450484191507,no
no,no,0.030750731873567395,no
no,no,0.06625887180172553,no
no,no,0.2227502676574334,no
no,no,0.0728421854574635,no
no,no,0.03799474018080396,no
no,no,0.04248997640514087,no
no,no,0.07159658340709742,no
no,no,0.03472545381491967,no
no,yes,0.555758118194732,yes
no,no,0.033047698902709775,no
no,no,0.08118949563004149,no
no,no,0.04466086526417243,no
no,no,0.07380346938543579,no
no,no,0.1227552332528586,no
no,no,0.024665224064346496,no
no,no,0.2034232648858542,no
no,no,0.040029106715787834,no
yes,no,0.46374537913339375,yes
no,no,0.022992903644686997,no
yes,no,0.3149866099229842,no
no,no,0.01979600272520931,no
no,no,0.045663530911987285,no
no,no,0.03895379042729194,no
no,no,0.03197157471689339,no
yes,yes,0.5277421664795855,yes
no,no,0.06085303786441825,no
no,no,0.041932218639104256,no
no,no,0.061688562307960035,no
no,no,0.06309616938636958,no
no,no,0.054317964651050425,no
no,no,0.026020957582222882,no
no,no,0.058487229725131644,no
no,no,0.13171609103075133,no
no,no,0.030105225669458235,no
yes,yes,0.5942450610309268,no
no,no,0.05809998770544619,no
no,no,0.030553234670431816,no
no,no,0.06803112924086456,no
no,no,0.058125596363601664,no
no,no,0.22662134276310297,no
no,no,0.031914323111693094,no
no,no,0.49360405862960427,yes
no,no,0.041062198987160216,no
no,no,0.047971675657216,no
no,no,0.060681269593474134,yes
no,no,0.03239883544295006,no
no,no,0.0238530798017155,no
no,no,0.023916837738982982,no
no,no,0.05429106453646573,no
no,no,0.4934846149583979,no
no,no,0.2835377150250373,no
no,no,0.0386472060815914,no
no,no,0.0302714607977145,no
no,no,0.13312914966414532,no
no,no,0.03838060714814556,no
no,no,0.04557145287835405,no
no,no,0.05668347354867839,no
no,no,0.031999529161012216,no
no,no,0.07109469254660693,no
no,no,0.05227609259442176,no
no,no,0.026921073960759635,no
no,no,0.022335365535276746,no
no,no,0.05365563746883901,no
no,no,0.08053839149531453,no
no,no,0.377635683128643,no
no,no,0.06193861841402982,no
no,no,0.31458902757037055,no
no,no,0.4540558780934449,no
no,no,0.03602596264884694,no
no,no,0.3435960262279683,yes
no,no,0.0901978727670849,no
no,no,0.4444435571378408,no
no,no,0.04137129640955398,no
no,no,0.05950725713584904,no
no,no,0.018657693363519447,no
no,no,0.4454299261240913,yes
no,yes,0.7022389318434563,yes
no,no,0.22319964959769847,no
no,no,0.07328727394405124,no
no,no,0.03679256337093127,no
no,no,0.06259620966800818,no
no,no,0.062456498188140835,no
no,no,0.057533813168562625,no
yes,no,0.07970842356093641,no
no,no,0.03454918062096118,no
no,no,0.04713554293037842,no
no,no,0.08823917964122197,no
no,no,0.43784467605529864,no
no,no,0.060643027423548254,no
no,no,0.023615699363400775,no
no,yes,0.650018161820619,yes
no,no,0.03242378974144395,no
no,no,0.05523063790970915,no
no,no,0.045488389632235206,no
yes,yes,0.6104007395769543,yes
no,no,0.05095861161160455,no
no,no,0.054601120165354254,no
no,no,0.04534332034340788,no
no,no,0.016467997131070344,no
no,no,0.03456171034267145,no
no,no,0.05040245154699676,no
no,yes,0.5225490637008279,yes
no,no,0.06989310376630506,no
no,no,0.29835698760903656,no
no,no,0.05040245154699676,no
no,no,0.019034349656497217,no
no,no,0.05384155103088637,no
no,no,0.024874751725264543,no
no,no,0.08366963536850693,no
no,no,0.027595245516499015,no
no,no,0.06279093355359253,no
no,no,0.037275640431176954,no
no,no,0.04290232537922583,no
no,yes,0.5209841516903203,no
no,no,0.06038230421755088,no
no,no,0.02799552507527446,no
no,no,0.05331645086037864,no
no,no,0.062344544990971786,no
no,no,0.054607807033962626,no
no,no,0.04934926322385928,no
